太阳出来了,旦,1344 522511 52252 1431234 52,25111
太阳西边下 月亮东边挂,明,1344 522511 125351 53454 124 3511 412514535 15234 53454 121121121,25113511
徒弟,们,3321212134 4351523,32425
云南大旱,真,1154 122543112 134 2511112,1225111134
提前出发,选,121251112134 431251122 52252 53544,312135454
天旱,沙,1134 2511112,4412343
田里雨後长青草,蕾,25121 2511211 12524444 332554354 3154 11212511 122251112,1221452444425121
田中,十,25121 2512,12
同胞,捉,251251 351135515,1212512134
投稿,效,1213554 312344125125251,4134343134
头是一 腰是一 尾是一 其实不是一,三,44134 251112134 1 3511125221531 251112134 1 5133115 251112134 1 12211134 44544134 1324 251112134 1,111
打破框框 发现人才,团,12112 1325153254 1234111215 1234111215 53544 11212535 34 123,251231
大口多一点,吠,134 251 354354 1 212514444,2511344
大口加小口,固,134 251 53251 234 251,25122511
大门开 有客来 先脱帽 再进来,阁,134 425 1132 132511 445354251 1431234 312135 35114325135 252251125111 125211 1132454 1431234,425354251
大雨下在横山上,雪,134 12524444 124 132121 123412212512134 252 211,14524444511
十字架下三个人,来,12 425521 532511234 124 111 342 34,1431234
十字对十字 太阳对月亮,朝,12 425521 54124 12 425521 1344 522511 54124 3511 412514535,122511123511
十个哥哥,克,12 342 1251212512 1251212512,1225135
三人两口一匹马,验,111 34 1253434 251 1 1355 551,5513414431
三口重叠 莫把品字猜,目,111 251 312511211 5454544525111 1222511134 1215215 251251251 425521 35311212511,25111
三张纸,顺,111 5153154 5513515,322132534
上下合,卡,211 124 341251,21124
上下串通,卡,211 124 2512512 5425112454,21124
上下难分,卡,211 124 5432411121 3453,21124
久雷不雨,田,354 1452444425121 1324 12524444,25121
千言万语,够,312 4111251 153 451251251,35251354354
千里姻缘一线牵,重,312 2511211 531251341 551551353334 1 55111534 134453112,312511211
大人挑小人,夹,134 34 121341534 234 34,143134
大丈夫不得出头,天,134 134 1134 1324 33225111124 52252 44134,1134
大有头 中无心 小全身,京,134 132511 44134 2512 1135 4544 234 341121 3251113,41251234
大雨落在横山上,雪,134 12524444 122441354251 132121 123412212512134 252 211,14524444511
小姑娘,妙,234 53112251 5314511534,5312343
不要讲话,吻,1324 125221531 451132 45312251,2513533
不讲理的人,地,1324 451132 11212511211 32511354 34,121525
中心一点口不见,卜,2512 4544 1 212514444 251 1324 2535,24
中秋夜乌云密布,胞,2512 312344334 41323544 3551 1154 44545434252 13252,351135515
中国话,哗,2512 25112141 45312251,251323512
互吻,吕,1551 2513533,251251
五十对耳朵,陌,1251 12 54124 122111 351234,52132511
五口之家 外种一树,梧,1251 251 454 4451353334 35424 312342512 1 123454124,12341251251
六十不足 八十有余,平,4134 12 1324 2512134 34 12 132511 3411234,14312
公而忘私,八,3454 132522 4154544 3123454,34
反比,北,3354 1535,21135
天上无二 合去一口 家家都有,人,1134 211 1135 11 341251 12154 1 251 4451353334 4451353334 1213251152 132511,34
天天,昊,1134 1134,25111134
夫人何处去,二,1134 34 3212512 35424 12154,11
太太,夫,1344 1344,1134
太阳王,旺,1344 522511 1121,25111121
太阳西边下 月儿东边挂,明,1344 522511 125351 53454 124 3511 35 15234 53454 121121121,25113511
太阳挂在树顶上,果,1344 522511 121121121 132121 123454124 12132534 211,25111234
孔子登山,岳,5215 521 543341251431 252,32121252
有目共睹,者,132511 25111 122134 2511112132511,12132511
心如刀刺,必,4544 531251 53 12523422,45434
手不释卷,卷,3112 1324 343123454112 43113455,43113455
手提包,抱,3112 121251112134 35515,12135515
手无寸铁,控,3112 1135 124 3111531134,12144534121
文武两全,斌,4134 11212154 1253434 341121,413411212154
方言,响,4153 4111251,251325251
日加直 不加点,神,2511 53251 12251111 1324 53251 212514444,452425112
日长月短左右战 一正一反两边排,门,2511 3154 3511 311341251431 13121 13251 212511534 1 12121 1 3354 1253434 53454 12121112111,425
日复一日,昌,2511 312511354 1 2511,25112511
日落半林中,东,2511 122441354251 43112 12341234 2512,15234
日落相残洗却凡心一点,秃,2511 122441354251 123425111 135411534 441312135 1215452 354 4544 1 212514444,3123435
日落香残 洗凡心一点,秃,2511 122441354251 312342511 135411534 441312135 354 4544 1 212514444,3123435
月光照进门,闲,3511 243135 2511532514444 1132454 425,4251234
木字多一撇,禾,1234 425521 354354 1 12143252343134,31234
水上工程,汞,2534 211 121 312342511121,1212534
火尽炉冷平添意马心猿,驴,4334 513444 43344513 4134454 14312 44111342444 4143125114544 551 4544 3531212513534,5514513
王小明耳朵很大 今年十四岁 读一心国小,听,1121 234 25113511 122111 351234 332511534 134 3445 311212 12 25351 252354 4512544134 1 4544 25112141 234,2513312
王先生坐在石头上,碧,1121 312135 31121 3434121 132121 13251 44134 211,11213251113251
王昭君仰首看斜月 云天吊亡魂,望,1121 251153251 5113251 323552 431325111 311325111 34112344412 3511 1154 1134 251252 415 1154325113554,41535111121
付出爱心,受,32124 52252 3443451354 4544,34434554
有心得志,士,132511 4544 33225111124 1214544,121
有手怀抱里 有脚想溜掉 有火点就跑,包,132511 3112 4421324 12135515 2511211 132511 35111215452 1234251114544 4413545325121 12121251112 132511 4334 212514444 412512341354 251212135515,35515
兄有债,歌,25135 132511 3211212534,12512125123534
出一半有何不可,仙,52252 1 43112 132511 3212512 1324 12512,32252
出自幽谷 迁於乔木,呆,52252 325111 255455452 3434251 312454 41533444 313432 1234,2511234
半出半进,崔,43112 52252 43112 1132454,25232411121
半个人,伴,43112 342 34,3243112
半个月亮,胖,43112 342 3511 412514535,351143112
半推半就,掠,43112 12132411121 43112 412512341354,12141251234
去了上半截 有了下半截 比成两半截 又无下半截,熊,12154 52 211 43112 12132411121534 132511 52 124 43112 12132411121534 1535 135534 1253434 43112 12132411121534 54 1135 124 43112 12132411121534,54251135354444
古时候的月亮,胡,12251 2511124 3225131134 32511354 3511 412514535,122513511
司马中原,魂,51251 551 2512 1332511234,1154325113554
只是近黄昏,酱,25134 251112134 3312454 12212512134 35152511,4123541253511
四山纵横  两日稠缪  富由他起脚  累是他领头,田,25351 252 5513434 123412212512134 1253434 2511 3123435121251 55154154134333 445125125121 25121 32525 1212134515 35111215452 25121554234 251112134 32525 34454132534 44134,25121
四川的狗,独,25351 322 32511354 35335251,353251214
四面都是山 山山皆相连,田,25351 132522111 1213251152 251112134 252 252 252 153532511 123425111 1512454,25121
失其心也,共,31134 12211134 4544 525,122134
左有十八 右有十八 二四得八 一八得八,梵,13121 132511 12 34 13251 132511 12 34 11 25351 33225111124 34 1 34 33225111124 34,12341234354
打开门有客来先脱帽再脱衣,阁,12112 1132 425 132511 445354251 1431234 312135 35114325135 252251125111 125211 35114325135 413534,425354251
正月无初一,肯,12121 3511 1135 4523453 1,21212511
正字少一横 不作止字猜,步,12121 425521 2343 1 123412212512134 1324 3231211 2121 425521 35311212511,2121233
田里雨后长青草,蕾,25121 2511211 12524444 331251 3154 11212511 122251112,1221452444425121
甲乙丙丁戊己庚辛壬癸,旱,25112 5 12534 12 13534 515 41351134 4143112 3121 543341134,2511112
白头谐老,舌,32511 44134 45153532511 121335,312251
目字加两点 别做贝字猜,贺,25111 425521 53251 1253434 212514444 2515322 32122513134 2534 425521 35311212511,532512534
伊丽沙白,瑛,325113 1254254 4412343 32511,112112225134
多一半,夕,354354 1 43112,354
画前画后费心思,田,12512152 431251122 12512152 331251 515322534 4544 251214544,25121
如箭在弦,引,531251 314314431251122 132121 51541554,5152
存心不善 有口难言,亚,132521 4544 1324 431112431251 132511 251 5432411121 4111251,122431
守门狗,戾,445124 425 35335251,45131344
旭日不出,九,352511 2511 1324 52252,35
皇帝新衣,袭,325111121 414345252 4143112343312 413534,13534413534
一流水准,淮,1 4414154325 2534 4132411121,44132411121
石达开,研,13251 134454 1132,132511132
拱猪入门,阂,121122134 35312132511 34 425,425415334
格外大方,回,1234354251 35424 134 4153,252511
走出深闺人结识,佳,1212134 52252 44145341234 425121121 34 551121251 4525134,32121121
一千零一夜,歼,1 312 1452444434454 1 41323544,1354312
七十二小时,晶,15 12 11 234 2511124,251125112511
需要一半 留下一半,雷,14524444132522 125221531 1 43112 3545325121 124 1 43112,1452444425121
一口咬住多半截,名,1 251 251413434 3241121 354354 43112 12132411121534,354251
一月一日非今天,明,1 3511 1 2511 21112111 3445 1134,25113511
要一半 扔一半,奶,125221531 1 43112 12153 1 43112,132511
综合门市,闹,55144511234 341251 425 41252,42541252
不是冤家也碰头,硼,1324 251112134 4535251354 4451353334 525 1325143122431 44134,1325135113511
上气接下气,乞,211 3115 12141431531 124 3115,315
四方来合作 贡献大一点,器,25351 4153 1431234 341251 3231211 1212534 1225431121344 134 1 212514444,2512511344251251
贪前稍变就成穷,贫,34452534 431251122 312342432511 41223454 412512341354 135534 4453453,34532534
半布春秋,秦,43112 13252 111342511 312344334,1113431234
银川,泉,31115511534 322,325112534
一来再来,冉,1 1431234 125211 1431234,25211
守门员,闪,445124 425 2512534,42534
有人偷车,输,132511 34 32341251122 1512,1521341251122
酿酒之后隔日香,晒,12535114511534 4411253511 454 331251 521251254312 2511 312342511,2511125351
半青半紫,素,43112 11212511 43112 212135554234,1121554234
自己,体,325111 515,3212341
秀才翘尾巴,秃,3123453 123 153135541541 5133115 5215,3123435
重点支援大西北,头,312511211 212514444 1254 121344311354 134 125351 21135,44134
身残心不残,息,3251113 135411534 4544 1324 135411534,3251114544
床前明月光,旷,4131234 431251122 25113511 3511 243135,2511413
十八乘六,校,12 34 3122113534 4134,1234413434
一勾心月伴三星,心,1 3554 4544 3511 3243112 111 251131121,4544
一撇一竖一点,压,1 12143252343134 1 225441431 1 212514444,131214
八字头,学,34 425521 44134,44345521
千里挑一 百里挑一,伯,312 2511211 121341534 1 132511 2511211 121341534 1,3232511
群雁追舟,巡,5113251431112 133232411121 325151454 335414,555454
四个人搬个木头,杰,25351 342 34 1213354143554 342 1234 44134,12344444
一人,大,1 34,134
一人一张口 口下长只手,拿,1 34 1 5153154 251 251 124 3154 25134 3112,3412513112
一人在内,肉,1 34 132121 2534,253434
一人挑两小人,夹,1 34 121341534 1253434 234 34,143134
一人腰上挂把弓,夷,1 34 3511125221531 211 121121121 1215215 515,151534
一口吃掉牛尾巴,告,1 251 251315 12121251112 3112 5133115 5215,3121151
一口咬定,交,1 251 251413434 44512134,413434
一大二小,奈,1 134 11 234,13411234
一斗米,料,1 4412 431234,4312344412
一月七日,脂,1 3511 15 2511,3511352511
一加一,王,1 53251 1,1121
一半儿,臼,1 43112 35,321511
一字十三点 难在如何点,汁,1 425521 12 111 212514444 5432411121 132121 531251 3212512 212514444,44112
一百减一,白,1 132511 41131251534 1,32511
一夜又一夜,多,1 41323544 54 1 41323544,354354
一个人搬两个土,佳,1 342 34 1213354143554 1253434 342 121,32121121
一个礼拜,旨,1 342 45245 311311112,352511
一家十一口,吉,1 4451353334 12 1 251,121251
一家有七口 种田种一亩 自己吃不够 还养一条狗,兽,1 4451353334 132511 15 251 312342512 25121 312342512 1 4125121 325111 515 251315 1324 35251354354 1324454 431113432 1 3541234 35335251,43251211251
一根木棍 吊个方箱 一把梯子 搭在中央,面,1 1234511534 1234 123425111535 251252 342 4153 314314123425111 1 1215215 12344351523 521 121122341251 132121 2512 25134,132522111
一只牛,生,1 25134 3112,31121
一只狗四个口,器,1 25134 35335251 25351 342 251,2512511344251251
一箭穿心,必,1 314314431251122 445341523 4544,45434
一点一横长 一撇到南洋 南洋有个人 只有一寸长,府,1 212514444 1 123412212512134 3154 1 12143252343134 15412122 122543112 441431112 122543112 441431112 132511 342 34 25134 132511 1 124 3154,41332124
一边是水 一边是山 ,汕,1 53454 251112134 2534 1 53454 251112134 252,441252
一边是红 一边是绿 一边喜风 一边喜雨,秋,1 53454 251112134 551121 1 53454 251112134 55151124134 1 53454 121251431251 3534 1 53454 121251431251 12524444,312344334
七人八只眼,货,15 34 34 25134 25111511534,32352534
七人头上长了草,花,15 34 44134 211 3154 52 122251112,1223235
有两个动物 一个在水里 一个在山上,鲜,132511 1253434 342 115453 31213533 1 342 132121 2534 2511211 1 342 132121 252 211,35251211431112
九十九,白,35 12 35,32511
九只鸟,鸠,35 25134 35451,3535451
九号,旭,35 25115,352511
九辆车,轨,35 15211253434 1512,152135
九点,丸,35 212514444,354
二八佳人,妙,11 34 32121121 34,5312343
二小姐,姿,11 234 53125111,413534531
二兄弟 各自立,竞,11 25135 4351523 354251 325111 41431,4143125135
人不在其位,立,34 1324 132121 12211134 3241431,41431
人有他则变大,一,34 132511 32525 253422 41223454 134,1
人我不分,俄,34 3121534 1324 3453,323121534
人都到了,倒,34 1213251152 15412122 52,3215412122
人无寸铁,控,34 1135 124 3111531134,12144534121
人无信不立,言,34 1135 324111251 1324 41431,4111251
八十八,米,34 12 34,431234
八兄弟同赏月,脱,34 25135 4351523 251251 243452512534 3511,35114325135
刀出鞘,力,53 52252 1221251122432511,53
十一个读书人,仕,12 1 342 4512544134 5524 34,32121
十二点,斗,12 11 212514444,4412
十三点,汁,12 111 212514444,44112
十五人,伞,12 1251 34,344312
十元买早餐 八元买豆干,干,12 1135 544134 251112 2135454344511534 34 1135 544134 1251431 112,112
十月十日,萌,12 3511 12 2511,12225113511
画时圆 写时方 有它暖 没它凉,日,12512152 2511124 2525125341 45151 2511124 4153 132511 44535 2511344311354 4413554 44535 4141251234,2511
圆心着力,勋,2525125341 4544 43111325111 53,251253453
而立之年 独居川中,卅,132522 41431 454 311212 353251214 51312251 322 2512,1322
看上去有两头牛 其实一头也没有,年,311325111 211 12154 132511 1253434 44134 3112 12211134 44544134 1 44134 525 4413554 132511,311212
话别之后弃前嫌,谦,45312251 2515322 454 331251 4154132 431251122 5314315112234,454315112234
作品别具一格,吕,3231211 251251251 2515322 25111134 1 1234354251,251251
左边一千不足 右边一万有余,仿,13121 53454 1 312 1324 2512134 13251 53454 1 153 132511 3411234,324153
左边十八 右边十八 总共六八四十八,校,13121 53454 12 34 13251 53454 12 34 432514544 122134 4134 34 25351 12 34,1234413434
左边三 右边三 十一立在正中间,非,13121 53454 111 13251 53454 111 12 1 41431 132121 12121 2512 4252511,21112111
左边来 少两人 右边往 少两人,柱,13121 53454 1431234 2343 1253434 34 13251 53454 33241121 2343 1253434 34,123441121
左边看是权 右边看是对 正面看一看 仅对两相连,树,13121 53454 311325111 251112134 123454 13251 53454 311325111 251112134 54124 12121 132522111 311325111 1 311325111 3254 54124 1253434 123425111 1512454,123454124
左边不出头 右边不出头 不是不出头 就是不出头,林,13121 53454 1324 52252 44134 13251 53454 1324 52252 44134 1324 251112134 1324 52252 44134 412512341354 251112134 1324 52252 44134,12341234
昨晚 今晚 明晚 后晚,罗,251131211 25113525135 3445 25113525135 25113511 25113525135 331251 25113525135,25221354
昨日不可留,乍,251131211 2511 1324 12512 3545325121,31211
罪该斩首,非,2522121112111 45415334 15213312 431325111,21112111
最后重逢,双,251112211154 331251 312511211 3541112454,5454
最后一点记心中,叉,251112211154 331251 1 212514444 45515 4544 2512,544
嘴下留着八字胡,只,2512121353535112 124 3545325121 43111325111 34 425521 122513511,25134
嘴,唧,2512121353535112,2515115452
足有一半,右,2512134 132511 1 43112,13251
足须一月,却,2512134 333132534 1 3511,1215452
足下不死 我不得安,哦,2512134 124 1324 135435 3121534 1324 33225111124 445531,2513121534
足球 手球 排球,捉,2512134 11211241344 3112 11211241344 12121112111 11211241344,1212512134
足赤,镇,2512134 1213234,311151225111134
走在上边 坐在下边 挂在当中 埋在两边,土,1212134 132121 211 53454 3434121 132121 124 53454 121121121 132121 243511 2512 1212511211 132121 1253434 53454,121
走麦城,翠,1212134 1121354 121135534,54154141343412
走到村前星已斜,述,1212134 15412122 1234124 431251122 251131121 515 34112344412,12344454
纵横谈,计,5513434 123412212512134 4543344334,4512
纵横开合在人间,奔,5513434 123412212512134 1132 341251 132121 34 4252511,13412132
总有一天出头日,春,432514544 132511 1 1134 52252 44134 2511,111342511
总是玉关情,国,432514544 251112134 11214 431134 44211212511,25112141
综合门市部不清静,闹,55144511234 341251 425 41252 4143125152 1324 44111212511 11212511355112,42541252
自已多心不发火 刚一发火火气无,熄,325111 515 354354 4544 1324 53544 4334 253422 1 53544 4334 4334 3115 1135,43343251114544
自小在一起 目前少联系,省,325111 234 132121 1 1212134515 25111 431251122 2343 122111431134 3554234,234325111
自我批评,记,325111 3121534 1211535 4514312,45515
自我当头不足取,叙,325111 3121534 243511 44134 1324 2512134 12211154,341123454
字到前头却普通,晋,425521 15412122 431251122 44134 1215452 431224312511 5425112454,1224312511
着眼不到 功绩半失掉,差,43111325111 25111511534 1324 15412122 12153 55111212534 43112 31134 12121251112,431113121
自述,语,325111 12344454,451251251
庄稼欠收,秒,413121 312344451353334 3534 523134,312342343
自大一点惹人厌,臭,325111 134 1 212514444 122132514544 34 131344,3251111344
再去一笔也是字,再,125211 12154 1 3143143115 525 251112134 425521,125211
自家的照片,豫,325111 4451353334 32511354 2511532514444 3215,545235251353334
自古有聚必有别,憩,325111 12251 132511 12211154323334 45434 132511 2515322,3122513251114544
自古不简单 有人也有山 山倒人挺立 能顶半边天,妇,325111 12251 1324 3143144252511 43251112 132511 34 525 132511 252 252 3215412122 34 121312154 41431 5425113535 12132534 43112 53454 1134,531511
自传,记,325111 321154,45515
着手略有转变,撂,43111325111 3112 25121354251 132511 15211154 41223454,12125121354251
一月照枝头 双星悬天下,秋,1 3511 2511532514444 12341254 44134 5454 251131121 25111544544 1134 124,312344334
啄木鸟,蚀,25113533434 1234 35451,355251214
庄稼一片黄,锈,413121 312344451353334 1 3215 12212512134,311153123453
转业到田间,赤,15211154 22431 15412122 25121 4252511,1213234
专与人作对,传,1154 151 34 3231211 54124,321154
专人负责,债,1154 34 352534 11212534,3211212534
祝福,诘,452425135 4524125125121,45121251
柱子,亲,123441121 521,414311234
住房不足,仿,3241121 45134153 1324 2512134,324153
住的厦子露着天,夏,3241121 32511354 131325111354 521 145244442512121354251 43111325111 1134,1325111354
属猴的,伸,513325125214 353325131134 32511354,3225112
主见差一点,现,41121 2535 431113121 1 212514444,11212535
主动周到,国,41121 115453 35121251 15412122,25112141
竹落方三叶 月斜恰半林,彩,312312 122441354251 4153 111 25112 3511 34112344412 442341251 43112 12341234,34431234333
竹高草低秋波里,算,312312 4125125251 122251112 3235154 312344334 44153254 2511211,31431425111132
竹到笔成,毛,312312 15412122 3143143115 135534,3115
猪仔,孩,35312132511 32521,521415334
猪增加出口,劾,35312132511 121432524312511 53251 52252 251,41533453
猪跑了,逐,35312132511 251212135515 52,1353334454
周末晚会,歹,35121251 11234 25113525135 341154,1354
猪马同槽,骇,35312132511 551 251251 123412512212511,551415334
周末谜会,唬,35121251 11234 45431234454 341154,25121531535
重山倒映 月影随行,用,312511211 252 3215412122 251125134 3511 251141251234333 52132511454 332112,35112
重逢,观,312511211 3541112454,542535
周末,口,35121251 11234,251
种田大有可为,畸,312342512 25121 134 132511 12512 4354,2512113412512
只待双方心融洽 才可将那情侣结,倩,25134 332121124 5454 4153 4544 1251254312251214 441341251 123 12512 412354124 511352 44211212511 32251251 551121251,3211212511
只差两点,口,25134 431113121 1253434 212514444,251
中医配方,知,2512 1311345 1253511515 4153,31134251
中旬考上北大,奢,2512 352511 121315 211 21135 134,13412132511
中午多云有雨,浒,2512 3112 354354 1154 132511 12524444,441453112
直下上海,由,12251111 124 211 4413155414,25121
中间一长一短 上下大小各别,奈,2512 4252511 1 3154 1 311341251431 211 124 134 234 354251 2515322,13411234
中外服装,衷,2512 35424 35115254 412121413534,4125123534
中国腾飞 再谱新曲,曼,2512 25112141 3511431134551 534 125211 45431224312511 4143112343312 251221,25112522154
中国,玉,2512 25112141,11214
致癌食品,疝,1541213134 41341251251251252 344511534 251251251,41341252
治愈痱疹 消虫灭蚊,斐,44154251 3412511224544 4134121112111 4134134333 4412432511 251214 14334 2512144134,211121114134
此字不难猜 孔子猜三天 请问是何字,晶,212135 425521 1324 5432411121 35311212511 5215 521 35311212511 111 1134 4511212511 425251 251112134 3212512 425521,251125112511
治疗将近两个月,谬,44154251 4134152 412354124 3312454 1253434 342 3511,4554154134333
指示未到,羚,121352511 11234 11234 15412122,43111334454
指东道西,诣,121352511 15234 431325111454 125351,45352511
只只球儿落点刁,羽,25134 25134 11211241344 35 122441354251 212514444 51,541541
只有姐妹与弟弟,歌,25134 132511 53125111 53111234 151 4351523 4351523,12512125123534
只有姐姐妹妹和弟弟,歌,25134 132511 53125111 53125111 53111234 53111234 31234251 4351523 4351523,12512125123534
只说一句,询,25134 454325135 1 35251,45352511
只可我负天下人,何,25134 12512 3121534 352534 1134 124 34,3212512
只差点点,口,25134 431113121 212514444 212514444,251
只采取一半,楫,25134 34431234 12211154 1 43112,1234251122111
植树种草不落后,苯,123412251111 123454124 312342512 122251112 1324 122441354251 331251,12212341
植树造林,堡,123412251111 123454124 3121251454 12341234,322511234121
植树节,直,123412251111 123454124 12252,12251111
植上树就变样,羊,123412251111 211 123454124 412512341354 41223454 1234431112,431112
值钱全靠这两点,金,3212251111 3111511534 341121 312125121112111 4134454 1253434 212514444,34112431
直追前人,个,12251111 325151454 431251122 34,342
直到三门临海边,润,12251111 15412122 111 425 223142521 4413155414 53454,4414251121
织女鹊桥会牛郎,规,55125134 531 1221251135451 1234313432 341154 3112 45115452,11342535
半边有毛半无毛 半边上山吃青草 半边下水涌波涛,鲜,43112 53454 132511 3115 43112 1135 3115 43112 53454 211 252 251315 11212511 122251112 43112 53454 124 2534 4415425112 44153254 4411113124,35251211431112
枝节纵横,权,12341254 12252 5513434 123412212512134,123454
正字少一横 莫作止字猜,步,12121 425521 2343 1 123412212512134 1222511134 3231211 2121 425521 35311212511,2121233
正月少初一,肯,12121 3511 2343 4523453 1,21212511
正月初一已过,肯,12121 3511 4523453 1 515 124454,21212511
正义一生为后代,斌,12121 434 1 31121 4354 331251 32154,413411212154
正是为了后代,武,12121 251112134 4354 52 331251 32154,11212154
正看並无头 倒看亦无头,业,12121 311325111 43122431 1135 44134 3215412122 311325111 413234 1135 44134,22431
正和她在一起,嫣,12121 31234251 531525 132121 1 1212134515,53112121154444
正好二人,征,12121 531521 11 34,33212121
整理口供少一人,典,1251234313412121 11212511211 251 32122134 2343 1 34,25122134
征服,裘,33212121 35115254,1241344413534
争先入川,色,355112 312135 34 322,355215
枕畔泪分流,湘,12344535 2512143112 44125111 3453 4414154325,441123425111
真心相伴,慎,1225111134 4544 123425111 3243112,4421225111134
真丢人,直,1225111134 312154 34,12251111
针炙通经络,窜,3111512 35444334 5425112454 55154121 551354251,445342512512
