左边三 右边三 十一立在正中间,非,辣非
左边来 少两人 右边往 少两人,柱,拥柱
左边看是权 右边看是对 正面看一看 仅对两相连,树,前树
左边不出头 右边不出头 不是不出头 就是不出头,林,伴林
昨晚 今晚 明晚 后晚,罗,鄙罗
昨日不可留,乍,够乍
罪该斩首,非,混非
最后重逢,双,鞋双
最后一点记心中,叉,父叉
嘴下留着八字胡,只,岛只
嘴,唧,戈唧
足有一半,右,漾右
足须一月,却,浦却
足下不死 我不得安,哦,栽哦
足球 手球 排球,捉,肴捉
足赤,镇,帝镇
走在上边 坐在下边 挂在当中 埋在两边,土,安土
走麦城,翠,岚翠
走到村前星已斜,述,话述
纵横谈,计,舜计
纵横开合在人间,奔,柄奔
总有一天出头日,春,畨春
总是玉关情,国,妲国
综合门市部不清静,闹,焚闹
自已多心不发火 刚一发火火气无,熄,王熄
自小在一起 目前少联系,省,竡省
自我批评,记,逛记
自我当头不足取,叙,赠叙
字到前头却普通,晋,著晋
着眼不到 功绩半失掉,差,登差
自述,语,耽语
庄稼欠收,秒,附秒
自大一点惹人厌,臭,鹂臭
再去一笔也是字,再,土再
自家的照片,豫,饼豫
自古有聚必有别,憩,闩憩
自古不简单 有人也有山 山倒人挺立 能顶半边天,妇,飞妇
自传,记,使记
着手略有转变,撂,出撂
一月照枝头 双星悬天下,秋,刽秋
啄木鸟,蚀,趟蚀
庄稼一片黄,锈,阕锈
转业到田间,赤,怡赤
专与人作对,传,硂传
专人负责,债,洲债
祝福,诘,黛诘
柱子,亲,珠亲
住房不足,仿,比仿
住的厦子露着天,夏,播夏
属猴的,伸,娑伸
主见差一点,现,亥现
主动周到,国,蚀国
竹落方三叶 月斜恰半林,彩,著彩
竹高草低秋波里,算,填算
竹到笔成,毛,亮毛
猪仔,孩,旌孩
猪增加出口,劾,击劾
猪跑了,逐,普逐
周末晚会,歹,雉歹
猪马同槽,骇,全骇
周末谜会,唬,类唬
重山倒映 月影随行,用,卜用
重逢,观,诬观
周末,口,球口
种田大有可为,畸,穹畸
只待双方心融洽 才可将那情侣结,倩,恁倩
只差两点,口,体口
中医配方,知,臾知
中旬考上北大,奢,妆奢
中午多云有雨,浒,仇浒
直下上海,由,俊由
中间一长一短 上下大小各别,奈,桓奈
中外服装,衷,玉衷
中国腾飞 再谱新曲,曼,氏曼
中国,玉,绦玉
致癌食品,疝,葆疝
治愈痱疹 消虫灭蚊,斐,艋斐
此字不难猜 孔子猜三天 请问是何字,晶,轩晶
治疗将近两个月,谬,炕谬
指示未到,羚,解羚
指东道西,诣,八诣
只只球儿落点刁,羽,讦羽
只有姐妹与弟弟,歌,臼歌
只有姐姐妹妹和弟弟,歌,旬歌
只说一句,询,去询
只可我负天下人,何,鼩何
只差点点,口,糖口
只采取一半,楫,挖楫
植树种草不落后,苯,击苯
植树造林,堡,缈堡
植树节,直,恨直
植上树就变样,羊,亏羊
值钱全靠这两点,金,惺金
直追前人,个,尤个
直到三门临海边,润,因润
织女鹊桥会牛郎,规,蜃规
半边有毛半无毛 半边上山吃青草 半边下水涌波涛,鲜,胞鲜
枝节纵横,权,溜权
正字少一横 莫作止字猜,步,星步
正月少初一,肯,醢肯
正月初一已过,肯,蘑肯
正义一生为后代,斌,耳斌
正是为了后代,武,爪武
正看並无头 倒看亦无头,业,岖业
正和她在一起,嫣,趴嫣
正好二人,征,贝征
整理口供少一人,典,妆典
征服,裘,勋裘
争先入川,色,竖色
枕畔泪分流,湘,蕾湘
真心相伴,慎,啐慎
真丢人,直,春直
针炙通经络,窜,妯窜
这一张,题,单题
这是其次,些,糔些
千个口,舌,柜舌
太阳从地平面上升起来了,旦,互旦
这很好,雌,苏雌
这半边看去是古文 那半边看去是古人 把中心抽掉 就变成女人,做,空做
折枝桂花献亲人,佳,虫佳
一阴一阳 一短一长 一昼一夜 合为一双,明,聶明
赵子龙名驰天下,会,测会
找到一半,划,伊划
招手不见走来,超,毡超
仗势霸一方 势必被铲除,便,检便
掌上无污点,拍,奻拍
掌,挛,钡挛
张省长到第一线,引,煜引
站在一旁请不要说话,靖,届靖
站在前头,音,朴音
展望未来,着,酤着
斩草不除根,早,畄早
沾水就活,舌,渑舌
砦门重映残边月,翩,倘翩
宅前屋后,室,倦室
扎根务农,思,户思
增加一周,同,销同
曾经沧海难为水,滩,肼滩
责任制就是好,匏,思匏
早退,选,倮选
早上勿来,易,矩易
栽树植林 村村有份,木,侍木
运销海外,咄,誉咄
早上晴,昌,庐昌
运动会上都有它,云,堆云
有意无意两相离,有,弱有
远树两行山倒影 孤舟一叶水横流,慧,娟慧
岳父,仗,气仗
早上好,晏,劾晏
早上班 不迟到,环,団环
赞扬责任制,匏,倡匏
在党身边 儿莫挂牵,躺,蜻躺
再见,扮,糯扮
阅读欣赏,敦,谛敦
月照台前比高低,能,猴能
远树两行山倒影,彗,砂彗
远树两行山侧立 扁舟一叶水平流,慧,腐慧
再次谈判,燮,三燮
运动会上常领先,偿,轶偿
跃上高峰夺标回,檩,辈檩
越说越糊涂 猜猜就清楚,谜,阳谜
云遮月,育,囱育
月月不断有人来,佣,昧佣
又到淮安,滩,丸滩
有功有赏,勋,幸勋
云长贵姓,联,楷联
愿天下有情人皆成眷属,答,浦答
遇火就明亮 遇水就肮脏,虫,闲虫
又逢十一,圣,霖圣
月光半露风鞋边,霸,偿霸
遇水则清 遇水则明,登,务登
又进村来,树,苣树
月落乌啼,鹃,璃鹃
远销海外,咄,亏咄
冤枉,倔,恕倔
有一点不准,淮,渊淮
云破月来花影碎,能,佛能
月下论桑麻,谓,卧谓
远树两排雪后挺,彗,沂彗
叹一计不成 方又生一计,译,胖译
余在山东,峨,弃峨
月上枝头杜鹃鸣,棚,控棚
远看象头牛 近看没有头,午,期午
原籍上海,伸,旮伸
原鸡,醋,措醋
园内荒芜怜冬眠,图,迢图
员字加个立 猜起很吃力,赔,孟赔
元璋称帝,珠,悸珠
欲话无言听水流,活,擦活
狱中,言,坯言
异乡见明月 念儿各西东,胤,奢胤
因非多罪,四,辕四
此君没人性 充当第三者 揭其真面目 比虫更冷血,它,响它
玉鲛绢,帛,桥帛
依人成双 心多不智,禺,甭禺
雨落枯海,霉,匀霉
由此一直去 一直去,昆,威昆
雨后山色浑如睡,雪,触雪
有人是他 有口是你,尹,炰尹
意志坚定,恐,皆恐
雨后春笋,静,胥静
有人无人都是你,尔,奻尔
由衷之言,憩,关憩
一字十一笔 无横又无直 学生问孔子 孔子说无味,淡,稳淡
衣服破了 谁见谁忧愁,衰,踏衰
一字十二点 随你书上拣 凭你好生员 也要猜三年,斗,包斗
羽,袅,分袅
有气节才有生命活力,羊,韦羊
用心就懂,董,薑董
倚阑干东君去也 霎时间红日西沉 灯闪闪人儿不见 闷昏昏笑话无心,门,莹门
与党中央一条心,忠,勾忠
瑜 亮掌握中,炎,婚炎
鱼肚,田,聂田
右邻左舍关系好,郑,歹郑
又扎一针,铎,悻铎
有样东西是个宝 垃圾堆里能找到,土,凡土
有土能种米麦 有水可养鱼虾 有人不是你我 有马能行天下,也,哽也
由字一竖写不直,曲,污曲
千口人预备不足,舒,燊舒
有头缺只脚,右,舸右
有头没尾,尢,聂尢
由左边出车,轴,掷轴
一字十笔成 没竖也没横 皇帝见了它 躬身把礼行,爹,苯爹
有你的一半 也有我的一半,伐,棉伐
有人做伴,半,舌半
一走带千军,师,正师
有吃有穿生活好,裕,除裕
有了恳切心 还要主动点,琅,谅琅
一字十八点,术,泅术
有点成河,准,缰准
一字生得奇 共唱四出戏 第一出霸王举鼎 第二出王婆骂鸡 第三出武松打虎 第四出吴汉杀妻,捌,觥捌
有刀能功,害,忽害
有错不认错,肴,哑肴
桃花岛上桃花谢 旧雨楼头旧雨游,枭,热枭
有错,肴,蜻肴
应推广公字当头,兴,哧兴
一字生得恶 头上两只眼 身上六个口 底下八字脚,典,雌典
游者停步,企,茑企
应推广两点,兴,拖兴
引滦之水入津,栾,渺栾
一字人人有 晚上才开口,名,浆名
造反了的人,入,转入
口里插针,中,甘中
一个儿子有一张嘴,西,鑫西
两点中间一个人,火,柯火
一字七横六直 世人少有人识 有人去问刘备 刘备去问孟德,曹,副曹
银行两侧,很,荒很
座中无人,庄,伴庄
自大一点人讨厌,臭,击臭
一字不出头,未,浇未
宜下不宜上,且,榨且
草下双田有界线,薑,沿薑
从上看 一天干 从下看 干一天,旱,黄旱
将二人扶上车,撵,吗撵
阶前鹤舞月西移,娜,栏娜
今出游 来日吟赋 了却兄台前后之意,子,逆子
看看在春秋之前 其实在春秋之后,秦,评秦
口中一点不是日曰字,虽,骑虽
千字头 木字腰 太阳出来往下照,香,葩香
左边有一只小虫子 右边有两堆土,蛙,晷蛙
朋友一半,有,右有
你有他有 众人都有 我却没有,人,荤人
残星三两点 孤雁横空飞,六,唧六
两山相对又相连 中有危峰插碧天,由,捕由
加一半 减一半,喊,型喊
抛媚眼少女惹是非,声,迷声
春节前 秋分后 总念乡音,香,吩香
近亲结婚 不可取之,新,传新
旷野黄昏西日落 两山相对有人家,庚,接庚
此字不难猜 而且不分开,面,妃面
一人比两人高,众,需众
两人排排坐 扁担来托着,丛,惫丛
你没有他有 天没有地有,也,富也
办法一点都没有,劫,買劫
人到五十方团聚,梧,产梧
一边绿 一边红 一边怕水 一边怕虫 ,秋,珐秋
立在两日旁 反而没有光,暗,垃暗
勾兑沽酒不搀水,酤,程酤
灯光前 人相依 问心事 事却了,何,卅何
此字真是特别 竟是一万多撇,厉,驼厉
既有头 又有尾 中间生了四张嘴,申,徘申
桃共依旧笑春风,妩,忆妩
所以负负得正,辛,脵辛
岁岁除夕团聚,出,武出
叔叔一只眼 百事都爱管,督,嘈督
首先存粮而后思,悉,愈悉
昔日一去心无念,芩,贯芩
谁闻美人声声唤 翩然前来将门扣,户,凳户
十口之家户不满,居,渣居
上不在上 下不在下 人有它大 天没它大,一,军一
夫人走他也走,仁,罗仁
值钱不值钱 全在这两点,金,荏金
银盘玉镜两难分,用,撑用
残花弄影暗香来,乘,裤乘
池里不见水 地上不见泥,也,殿也
因为自大一点 人人都要讨厌,臭,估臭
一字六笔无竖横 同心同德力无穷,众,渣众
移左边到右边,利,丛利
欲话无言听流水,活,超活
自有一日出头天,春,么春
池中没有水 地上没有泥,也,肰也
赤橙黄绿青兰紫,艳,杵艳
黑笔写出白十字,亚,皫亚
十载相思风雨间,澎,差澎
牛过独木桥,生,显生
黄昏前后杜鹃鸣,腊,橇腊
半是机遇半是缘,椽,迁椽
匕首 暗箭 短矛 与足下猜之,疑,轨疑
此地景色佳 依山傍水真迷人,汕,梨汕
虫入凤巢飞去鸟,风,长风
分开是三个 合起来无数,众,狲众
前七月双月 后五月单月,肖,冈肖
加减乘除少一点,坟,咏坟
一直一个样,栏,环栏
丝丝杨柳云天下,参,乒参
此字八横又八直 若问孔子也不知,哑,犇哑
眼看田上长青草,瞄,备瞄
明月当空 邀人共仰,昂,休昂
唤我水边住,涂,基涂
日月各西东,明,羔明
东西南北无弯路,置,企置
一口咬掉牛尾巴,告,颍告
一中咬去多半截,名,匹名
花落人亡两不知,七,拄七
东西种梧桐 南北栽杨柳,楞,淌楞
草色连云人去住,荟,晨荟
草下可藏人,荷,稀荷
参差树木映朝阳,楂,崔楂
边吃边喝边呤,品,审品
文武双全不猜斌,刘,括刘
千少万多,仿,咖仿
傍晚,晒,堑晒
晴转阴有雨,清,梀清
一夜之间别样红,殊,闲殊
用心改革内外结合,绸,评绸
新年之春,样,泫样
西湖明月下 二人成双对,潜,远潜
天下无双,旦,军旦
水边人家,沪,愣沪
依山而立,端,雄端
一叶孤舟沉水底 两行归雁趁潮飞,怂,溧怂
说唱表演,呓,仫呓
水中赶路,衍,哔衍
谁都没有休息,竿,燕竿
一横一横又一横 一竖一竖又一竖 左一竖右一竖 一竖一竖又一竖,带,角带
十日水来,洵,责洵
山里处处栽塔松 山间乡乡变了样,幽,巩幽
山山拔地起,丛,缶丛
日月一起来 不作明字猜,胆,蹲胆
勤奋劳动都有他份儿,力,身力
瞧左 相右 见上 看下,目,辰目
一言未发,详,猫详
没有鬼魂,云,穴云
左边看去三十一 右边看去一十三 整个看去三百二十三,非,正非
镜中人,入,刈入
西湖春色,清,葬清
私后终出丑,关,佞关
水源曲折山峰隐,丞,毙丞
双雁落平沙,丛,使丛
一心要填补空白,息,精息
要票才有,西,箱西
三位一体,王,硬王
三八之夜,萝,促萝
削去朽木加工就妙,巧,升巧
说起此字真别扭 全家共有三十口 皆因生育无计划 难吐心中忧和愁,苦,聊苦
蟋蟀大战,蚪,牛蚪
坤角青衣,姐,味姐
刀枪并列,划,怷划
一直两点 两点一直,慎,春慎
左边加一是一千 右边减一是一千,任,臭任
任你横冲直撞 我要四面包围,田,旭田
上面正差一横 下面少丢一点,步,串步
千里之行始于足下,踵,甍踵
一心只图翻身,总,默总
双手一挥 说声再见,拜,忿拜
兔遁吴刚走 嫦娥下凡尘,腔,雉腔
左边一千少一些 右边一万多一点,仿,考仿
有位叔叔一只眼 大事小事都爱管,督,项督
一心依赖实为惰,懒,磐懒
左边缺点水 右边满是水,冰,黠冰
水天相连,汨,萌汨
双木不成林,相,梁相
一字九横六直 几个学生不知 一块去问老师 老师想了三日,晶,混晶
一心向上,忐,喉忐
撇开本人集会散,雄,轵雄
伊丽莎白,瑛,勉瑛
斩草除根,日,踢日
半字写下,干,飨干
一知半晓 心计不少,智,氶智
出口服装,哀,艮哀
壮士一去兮不复返,版,枢版
一直下去是上海,由,骆由
避乱江东度此生,活,翻活
山下幽兰一一开,兹,倔兹
学子远去 又见归来,觉,桓觉
此字八横又八开 十问孔子也不知,哑,访哑
用米做酒只需一天,糟,兄糟
倚阑干东君去也 霎时间红日西沉 灯闪闪人儿不见 闷昏昏笑话无心,门,钙门
一人一口一只手,拾,薨拾
漠漠水田大雁飞,淄,槎淄
守株待兔依南亩,榴,肕榴
岁首到厂来劳动,岸,弘岸
大力合作实地干,夯,方夯
莫等日落近黄昏,暮,水暮
庭前残月相对映 雁阵一行垂柳上,廖,绪廖
百无一失,白,寄白
上山下厂参加劳动,岸,菖岸
一头牛,生,実生
东西南北一条心,愣,莹愣
颠倒之后名列前茅,由,毗由
吴头楚尾 落花无泪,路,嫂路
时到日落人方归,付,嘿付
神州念一统 两地岂可分,鞋,霓鞋
画中悬玉兔 笔底洒流星,腮,烘腮
后半段先写 前半段后写,豆,炜豆
好象不为自己 其实虚情假意,伪,配伪
来人正是蓬莱客,山,像山
家中无点米 佳人愿意来,屡,疝屡
良又少一点,艰,傅艰
有你有他 唯独没有自己,从,稿从
翼王之死,碎,肩碎
请勿入口,囫,以囫
乘人不在,乖,扅乖
无角牛登上没峰山,击,俘击
水满金山闹盈盈 吓得许仙不象人 白蛇娘娘当中坐 小青立在下面听,源,眩源
夏日消融,者,扦者
树在台下栽 不是困杏呆,束,叔束
是非除去后 倾心两相伴,陛,昕陛
八个蚂蚁抬棍棍 一个蚂蚁棍上捆,六,靳六
点点萤火照江边,淡,魅淡
手足之情,捉,缠捉
十方之普 莫非王土,理,毋理
一字有五笔 倒数总第一,末,塘末
不正之人走后门,们,户们
多心就不好,亚,雾亚
有吃有穿,裕,滤裕
闭着嘴 却在笑,哈,尚哈
上下结合求一致,正,伟正
北弟兄四个一只手 车上一坐急着走,撵,气撵
出丝店 进米店 因为有墙转个弯,继,信继
人人开门红,简,讼简
百分之一吨,芹,蓉芹
八十多了一横 六十少了一点,平,表平
天生一个仙人洞实无仙人在,吴,走吴
植树,亲,耗亲
心不着急靠边走,趋,倪趋
鼠头虎尾,儿,垓儿
上边一块田 下边一条川 三山头朝下 二月紧相连,用,恶用
山乡水 水乡山 而今处处变了样,绿,宰绿
一点一横 两眼一瞪,六,逻六
蜀水横流,州,干州
手续齐全,拴,该拴
是非之心人有之,介,懒介
秋收,火,言火
水漕干涸,曹,广曹
一弯新月临窗前,穹,鳗穹
白头雄心向未来,侏,亲侏
衰柳残荷,柯,样柯
视而不见,示,戥示
投石破水面 少游得妙联,婆,泽婆
兔眼如豆鼠爪短,孵,憩孵
树影池边月,潸,会潸
时节近重阳,晶,螅晶
搬弄是非,开,妃开
白面郎君,替,寓替
顶天立地,工,豁工
水调歌头,河,晤河
十月十日成一家,朝,究朝
求出正文形 除非加直线,匪,砖匪
提倡晚婚 人人有份,日,膨日
十分用心细细想,忖,头忖
佛殿有佛无人拜,弗,邡弗
分明有大小 怎能划等号,夸,虹夸
此字不奇怪 芬芳又自在 七人头上草 大家都喜爱,花,兖花
数点星光梅枝疏,枚,仑枚
水产门市部,衡,缠衡
十二点方到,国,咄国
少儿节目 六一来临,竟,挼竟
一桅白帆挂两片 三颗寒星映孤舟,患,帜患
月上始见残花影,背,俅背
不加口是一口 加一口是九口,井,燊井
王大娘和白大娘 挨肩坐在石头上,碧,锱碧
存心不让出大门 你说烦人不烦人,闷,旮闷
树雄心,仅,曲仅
一只虎,蝉,浔蝉
吃了大亏 还受表扬,夸,必夸
时代最前列,倡,青倡
石化厂兜一圈,回,贿回
石出头 不是右,岩,尖岩
林字多一半,梦,获梦
头重脚轻,炭,艋炭
儿子出世,甥,泵甥
出工不出力,切,欣切
除虫夺高产,蚌,友蚌
坐定左右无人,土,声土
厂外河水绕厂流,疴,伤疴
风帆重叠 轻舟浪横,患,维患
来信看一半 体会已十分,谢,汇谢
一张四方连,嚣,为嚣
过去一寸 进来一尺,迟,休迟
一去成千古,吏,拐吏
欣闻廿年换旧貌,薪,哗薪
要一半 仍一半,奶,奇奶
一心生一个,性,们性
车旁站着喜旺嫂,辍,荨辍
草堂,铺,移铺
一人一杆枪 出征去打战,伐,渣伐
草木之中有个人,茶,列茶
四点树下埋,杰,强杰
一语道破,吾,侍吾
一有就要,耍,荥耍
一衣带水国相邻,晔,裕晔
曙光照首都,景,炸景
树头雁阵入画中,巢,苛巢
上脚就射门 说来并不难,易,浛易
干在前头 谋利在后,刊,拗刊
佛言不信,弗,加弗
三横三竖不新鲜 孔子猜了两天半,旧,筝旧
三横三竖 能种红薯,田,有田
山间望远树 阵前寄相思,酆,旮酆
入门无犬吠,问,退问
俺家大人不在家,电,恰电
雁群低飞水田旁,淄,嬉淄
加了四点只有一点,占,筞占
妇女节 双丰收 打字一,彗,助彗
遗著,做,暇做
出门闺女,娃,就娃
山东有雨,鱼,翅鱼
上海没有一点雨,漏,顽漏
庭前乱 花草尽 人影空,龙,订龙
十二点动身,迕,随迕
手把山扳倒,扫,叙扫
入门尽是弹冠客,阁,际阁
瞪着眼睛瞧 看看都不少,目,稿目
菜田浇水除草,潘,皆潘
一只广锅炒黄豆 铲穿锅子不会漏,必,剩必
不学无术,苞,炙苞
山字尖对尖 四口紧相连 老王当中坐 双日分两边,四,乒四
书香人家,闵,詊闵
授艺有方,呓,滥呓
十加十,茄,袱茄
一一补足,是,播是
金木水火,坎,缺坎
夺去一半留一半,奋,适奋
加一点有四边,方,甍方
称霸四方 结局可悲,噩,郴噩
枫树无风 旁边有位老公,松,办松
上下一起烧 热的受不了,炎,澍炎
三个星期,昔,洄昔
若教有口便哑 且要无心作恶 中间若没肚肠 外面任生棱角,亚,川亚
居心不良,亚,挫亚
一户一斤,所,恍所
狗仗人势,伏,粗伏
心被刀割,必,讹必
赴汤蹈火,烫,皋烫
