檗,1
亾,1
桁,1
辑,1
菬,1
刑,1
骏,1
螶,1
炉,1
茭,1
梯,1
脌,1
腫,1
浪,1
映,1
砌,1
瞎,1
蜥,1
殙,1
苴,1
馬,1
探,1
芆,1
芔,1
荰,1
捎,1
脇,1
狳,1
胐,1
诬,1
埋,1
孟,1
鱽,1
肙,1
荕,1
畄,1
窯,1
苬,1
踪,1
杞,1
雁,1
耗,1
趝,1
糔,1
肕,1
泮,1
胕,1
冣,1
高,1
嚻,1
邱,1
症,1
咒,1
扩,1
眸,1
泠,1
荘,1
鸳,1
炕,1
蜃,1
轭,1
馋,1
婕,1
泺,1
仫,1
呗,1
脅,1
桥,1
沊,1
哨,1
骞,1
鸾,1
镂,1
彦,1
滂,1
荨,1
熔,1
箫,1
艽,1
钟,1
朕,1
酝,1
伺,1
矛,1
忏,1
荏,1
恪,1
僮,1
淬,1
戥,1
槊,1
迪,1
蚴,1
踯,1
钜,1
趿,1
毡,1
夜,1
谤,1
碛,1
砖,1
缠,1
厝,1
呖,1
痛,1
披,1
珐,1
惹,1
饱,1
褫,1
话,1
鹦,1
绺,1
葩,1
饲,1
呀,1
睹,1
礴,1
针,1
桩,1
濡,1
郓,1
琥,1
奁,1
妗,1
淝,1
晷,1
逍,1
稍,1
蛸,1
类,1
漓,1
垄,1
拓,1
柠,1
膨,1
婀,1
燥,1
邡,1
滤,1
式,1
骊,1
吼,1
锐,1
遥,1
堑,1
螟,1
甍,1
靶,1
芊,1
惺,1
惑,1
舢,1
舴,1
瘸,1
钨,1
颇,1
闾,1
雀,1
刻,1
筵,1
琦,1
汽,1
喉,1
娟,1
矧,1
焱,1
棋,1
嗦,1
辕,1
肋,1
饨,1
狞,1
洇,1
姹,1
均,1
愆,1
羯,1
哧,1
繁,1
瘤,1
栋,1
甸,1
哺,1
檀,1
姘,1
噙,1
氏,1
剁,1
酋,1
沾,1
蛩,1
漉,1
楠,1
杷,1
涨,1
溧,1
汉,1
玷,1
泾,1
恙,1
惕,1
促,1
绚,1
镝,1
铸,1
辱,1
泫,1
酥,1
壁,1
鹂,1
啊,1
颚,1
谔,1
碟,1
蟆,1
毳,1
碜,1
攫,1
儆,1
侦,1
跺,1
痢,1
掇,1
漯,1
啻,1
暝,1
溽,1
荥,1
骆,1
汜,1
罂,1
芭,1
轾,1
圯,1
丐,1
歆,1
雇,1
珉,1
掮,1
潇,1
漩,1
酷,1
瞬,1
憋,1
虱,1
骅,1
粱,1
佞,1
碳,1
娩,1
羁,1
骟,1
枋,1
驸,1
骒,1
蓦,1
黍,1
绩,1
汆,1
叠,1
菹,1
璧,1
蚜,1
珏,1
琶,1
泡,1
辫,1
俟,1
赭,1
傲,1
琉,1
笆,1
箕,1
邾,1
檎,1
槿,1
偎,1
倮,1
茵,1
泅,1
佶,1
侩,1
阍,1
咪,1
麋,1
糕,1
潺,1
殓,1
玫,1
鄯,1
橇,1
炳,1
萃,1
烬,1
奠,1
罡,1
纭,1
鲥,1
鲡,1
鳗,1
鲩,1
密,1
嗤,1
岌,1
录,1
苜,1
敷,1
卧,1
砷,1
审,1
铢,1
珀,1
瑗,1
膂,1
诤,1
榔,1
杼,1
粘,1
荃,1
莠,1
捧,1
殉,1
枸,1
嚎,1
盲,1
啜,1
弯,1
塍,1
懋,1
帝,1
钼,1
帕,1
敫,1
旌,1
臆,1
孺,1
缁,1
承,1
茜,1
栽,1
俚,1
怛,1
詈,1
彰,1
媚,1
搬,1
衮,1
昱,1
颔,1
钡,1
溏,1
族,1
讷,1
祥,1
臾,1
侑,1
敖,1
侔,1
洳,1
悲,1
怫,1
隋,1
宅,1
慝,1
磐,1
叔,1
皎,1
煌,1
惶,1
谭,1
霈,1
肺,1
柳,1
黟,1
瀚,1
胚,1
厚,1
塌,1
泞,1
扳,1
沼,1
沔,1
梏,1
鸢,1
识,1
笕,1
聒,1
垓,1
筚,1
策,1
篓,1
啭,1
鼯,1
赏,1
畲,1
恤,1
镍,1
弼,1
偕,2
快,2
东,2
曰,2
顺,2
胞,2
陌,2
卷,2
听,2
望,2
熊,2
酱,2
研,2
阂,2
臼,2
兽,2
鸠,2
卅,2
柱,2
叉,2
唧,2
叙,2
再,2
锈,2
传,2
债,2
畸,2
衷,2
斐,2
羚,2
裘,2
窜,2
匏,2
躺,2
敦,2
燮,2
檩,2
霸,2
峨,2
珠,2
帛,2
禺,2
衰,2
铎,2
尢,2
轴,2
准,2
捌,2
栾,2
虽,2
蛙,2
酤,2
芩,2
椽,2
疑,2
昂,2
荷,2
绸,2
姐,2
忐,2
糟,2
拾,2
廖,2
腮,2
囫,2
炭,2
嚣,2
铺,2
巢,2
闵,2
松,2
魁,2
茎,2
儒,2
霁,2
俭,2
鳞,2
解,2
馍,2
豳,2
煽,2
趁,2
搁,2
瞿,2
通,2
斜,2
娲,2
嗔,2
柄,2
睬,2
考,2
谐,2
艘,2
拱,2
隆,2
退,2
赦,2
赎,2
犟,2
跛,2
桦,2
亨,2
谛,2
笳,2
赶,2
脏,2
播,2
韶,2
农,2
螅,2
樊,2
篱,2
翕,2
亥,2
垂,2
癌,2
与,2
诡,2
顶,2
测,2
棺,2
驼,2
掌,2
坦,2
旖,2
锦,2
溃,2
伍,2
儫,2
悄,2
瑭,2
找,2
钰,2
岬,2
抵,2
亢,2
冼,2
酸,2
咔,2
隶,2
啁,2
秀,2
隐,2
绥,2
模,2
眭,2
界,2
恣,2
巷,2
吓,2
赖,2
场,2
忙,2
斯,2
噬,2
峡,2
舅,2
荀,2
厦,2
芮,2
佧,2
娑,2
商,2
棕,2
柚,2
粒,2
杉,2
福,2
轰,2
瑜,2
司,2
份,2
蔷,2
囍,2
唯,2
糊,2
暴,2
弋,2
杆,2
境,2
菲,2
仓,2
邪,2
战,2
益,2
眯,2
丫,2
恿,2
魏,2
例,2
怏,2
兄,2
裙,2
住,2
咸,2
气,2
匣,2
嫩,2
窖,2
摸,2
喋,2
行,2
朽,2
戚,2
殖,2
匡,2
冈,2
杀,2
逾,2
枣,2
轶,2
慨,2
澡,2
净,2
虹,2
断,2
博,2
载,2
寨,2
凶,2
赠,2
裸,2
舜,2
飨,2
布,2
坑,2
耽,2
冀,2
架,2
渊,2
羡,2
氧,2
抹,2
部,2
遗,2
冬,2
按,2
岗,2
霄,2
箩,2
辈,2
势,2
洛,2
藻,2
归,2
拐,2
脊,2
躁,2
稼,2
官,2
城,2
党,2
亦,2
监,2
膏,2
钱,2
绒,2
蜂,2
硬,2
兔,2
札,2
指,2
础,2
俑,2
狩,2
予,2
轮,2
进,2
葫,2
卿,2
贱,2
寅,2
改,2
终,2
给,2
贵,2
守,2
莽,2
鼓,2
厌,2
嗫,2
涔,2
衲,2
阔,2
奖,2
船,2
操,2
泄,2
誊,2
拳,2
俪,2
伙,2
驱,2
吗,2
宰,2
副,2
啃,2
郝,2
煜,2
靠,2
釜,2
阵,2
矮,2
娇,2
锣,2
脖,2
阴,2
狄,2
戌,2
欺,2
报,2
厅,2
太,2
纪,2
痒,2
洪,2
达,2
掘,2
负,2
辟,2
描,2
誉,2
掩,2
胭,2
猴,2
宫,2
拨,2
晓,2
抬,2
际,2
溜,2
跻,2
奴,2
区,2
簸,2
焦,2
脆,2
万,2
然,2
拈,2
锉,2
渡,2
佐,2
忤,2
辜,2
竖,2
卖,2
笈,2
帐,2
矽,2
酵,2
倦,2
氦,2
愚,2
巽,2
尤,2
讳,2
袈,2
漾,2
渥,2
股,2
轲,2
椎,2
帼,2
累,2
荒,2
淳,2
肃,2
吝,2
届,2
苛,2
鄙,2
鸽,2
惯,2
绘,2
慑,2
姥,2
助,2
镯,2
溢,2
谣,2
郡,2
晕,2
玺,2
伶,2
淀,2
绝,2
谅,2
湃,2
诩,2
敌,2
橹,2
豁,2
沮,2
民,2
哪,2
异,2
球,2
捏,2
扭,2
层,2
浙,2
恫,2
低,2
殚,2
栩,2
唢,2
翡,2
疲,2
填,2
蘑,2
趟,2
诈,2
浇,2
瓜,2
蜡,2
搞,2
绌,2
词,2
增,2
楼,2
陆,2
扒,2
乔,2
混,2
咆,2
纷,2
含,2
铡,2
预,2
瓦,2
径,2
搜,2
难,2
惠,2
伊,2
损,2
卫,2
惚,2
片,2
谊,2
胎,2
霍,2
帽,2
称,2
娥,2
畦,2
母,2
谒,2
蝇,2
争,2
彻,2
翅,2
圈,2
勾,2
禀,2
揍,2
泳,2
椿,2
礼,2
板,2
充,2
蓉,2
栈,2
唉,2
宾,2
残,2
酊,2
警,2
放,2
持,2
愈,2
或,2
嫂,2
乾,2
广,2
坚,2
秆,2
判,2
滕,2
淌,2
粮,2
舞,2
距,2
铁,2
疟,2
怡,2
鲸,2
琚,2
辇,2
檄,2
逢,2
朴,2
莎,2
怕,2
抛,2
聋,2
皋,2
腌,2
鸭,2
霖,2
疼,2
拄,2
甜,2
樵,2
篙,2
氯,2
厘,2
魔,2
苣,2
岭,2
佑,2
织,2
功,2
霞,2
扣,2
漫,2
庐,2
滑,2
洼,2
历,2
洋,2
衔,2
骤,2
缆,2
飘,2
深,2
峁,2
糗,2
狮,2
驯,2
卦,2
钎,2
尿,2
猎,2
矩,2
憨,2
莅,2
魅,2
蛋,2
鸬,2
挽,2
恢,2
抽,2
铧,2
鸥,2
妆,2
钍,2
糯,2
角,2
才,2
囧,2
讣,2
芨,2
咯,2
破,2
烨,2
初,2
芯,2
黄,2
躬,2
熹,2
脉,2
儡,2
第,2
沛,2
匾,2
姣,2
台,2
颖,2
闰,2
挥,2
陈,2
捱,2
饴,2
饮,2
店,2
揪,2
就,2
缺,2
牟,2
满,2
娆,2
嗅,2
毒,2
档,2
邵,2
侵,2
赴,2
爬,2
拙,2
务,2
湄,2
槐,2
苹,2
蝴,2
蒂,2
鲳,2
扈,2
嗯,2
稔,2
箔,2
槑,2
醐,2
誩,2
妯,2
叨,2
芙,2
甾,2
兮,2
洹,2
肼,2
久,2
菖,2
菁,2
菌,2
暂,2
梀,2
牲,2
刀,2
崖,2
野,2
腰,2
娄,2
叮,2
梁,2
秕,2
略,2
诃,2
崇,2
冥,2
噪,2
玛,2
鼹,2
鸨,2
构,2
楮,2
埔,2
严,2
阀,2
岿,2
漳,2
鹇,2
莳,2
攀,2
彭,2
筠,2
阐,2
踢,2
舛,2
绷,2
坊,2
淆,2
莒,2
妲,2
项,2
兖,2
毓,2
稽,2
湫,2
澍,2
箦,2
耋,2
巨,2
愕,2
鳍,2
躯,2
蒡,2
坂,2
税,2
佰,2
鞭,2
衫,2
缰,2
虔,2
毯,2
薨,2
彼,3
乐,3
订,3
疚,3
妻,3
效,3
验,3
吻,3
抱,3
响,3
引,3
奶,3
硼,3
输,3
料,3
轨,3
倒,3
伞,3
年,3
哦,3
熄,3
豫,3
妇,3
蚀,3
逐,3
骇,3
疝,3
楫,3
色,3
题,3
雌,3
挛,3
翩,3
同,3
佣,3
登,3
倔,3
舒,3
害,3
枭,3
新,3
庚,3
厉,3
悉,3
澎,3
参,3
呓,3
洵,3
腔,3
榴,3
伪,3
屡,3
碎,3
源,3
陛,3
理,3
末,3
趋,3
绿,3
拴,3
介,3
侏,3
仅,3
切,3
蚌,3
迟,3
占,3
潘,3
坎,3
烫,3
榨,3
招,3
药,3
尽,3
凼,3
发,3
咨,3
光,3
连,3
善,3
动,3
俯,3
若,3
瓶,3
散,3
鼎,3
认,3
氙,3
哉,3
箸,3
咐,3
卒,3
吟,3
求,3
弁,3
惩,3
筏,3
姝,3
犄,3
妪,3
耿,3
怵,3
摹,3
啥,3
芬,3
殡,3
讲,3
麓,3
脑,3
蠲,3
锄,3
册,3
嘶,3
恭,3
谈,3
奥,3
亮,3
炮,3
摩,3
稿,3
欣,3
离,3
飞,3
嘉,3
窟,3
佯,3
懈,3
抨,3
皮,3
乒,3
舟,3
爪,3
组,3
著,3
拉,3
驻,3
贾,3
晦,3
翌,3
鸡,3
读,3
胄,3
懂,3
咕,3
兆,3
渴,3
卵,3
柔,3
龟,3
忽,3
偷,3
妾,3
骨,3
吱,3
这,3
允,3
町,3
阆,3
岖,3
仨,3
霜,3
侠,3
误,3
嗽,3
臀,3
屠,3
沿,3
祈,3
劣,3
疤,3
评,3
列,3
辽,3
仔,3
状,3
哽,3
般,3
伤,3
尊,3
池,3
确,3
毗,3
丑,3
奕,3
两,3
丈,3
脸,3
筒,3
潮,3
粕,3
帚,3
捡,3
艺,3
波,3
于,3
别,3
屋,3
修,3
之,3
勺,3
蕴,3
玩,3
泊,3
廿,3
莘,3
扛,3
血,3
穴,3
容,3
聂,3
栎,3
无,3
肿,3
专,3
荧,3
矗,3
得,3
宙,3
污,3
冲,3
闽,3
张,3
则,3
纱,3
笛,3
墨,3
薯,3
具,3
腾,3
接,3
谨,3
捐,3
否,3
妹,3
怜,3
障,3
惊,3
嗜,3
首,3
幼,3
膀,3
咫,3
匙,3
寸,3
液,3
吊,3
毙,3
诸,3
诱,3
度,3
孬,3
自,3
蕊,3
荆,3
络,3
悼,3
丽,3
彤,3
涓,3
丹,3
剧,3
炽,3
荫,3
欲,3
墙,3
条,3
贯,3
娘,3
注,3
醉,3
廉,3
盯,3
销,3
并,3
厢,3
彪,3
暇,3
闸,3
召,3
卞,3
取,3
垃,3
装,3
衬,3
租,3
乏,3
担,3
渐,3
辩,3
钻,3
槽,3
宛,3
鹊,3
次,3
供,3
顷,3
桧,3
觥,3
说,3
魄,3
畛,3
仃,3
奎,3
催,3
票,3
黑,3
吃,3
露,3
驾,3
鸿,3
狂,3
凳,3
漆,3
僧,3
洁,3
羌,3
前,3
滴,3
庙,3
覃,3
郊,3
忿,3
凡,3
曾,3
灿,3
躲,3
南,3
标,3
渠,3
软,3
伉,3
缓,3
敏,3
坡,3
库,3
举,3
检,3
聊,3
秉,3
作,3
笋,3
停,3
馈,3
虎,3
侣,3
机,3
世,3
那,3
眠,3
佗,3
扁,3
浊,3
治,3
枝,3
宜,3
芳,3
房,3
肥,3
汾,3
泪,3
鸣,3
靓,3
皈,3
亟,3
筛,3
此,3
盟,3
演,3
剩,3
看,3
仝,3
钗,3
荔,3
岔,3
辰,3
囵,3
籁,3
妈,3
廊,3
筋,3
落,3
莺,3
防,3
冷,3
榻,3
牮,3
邓,3
斛,3
鸪,3
徒,3
的,3
都,3
触,3
统,3
苟,3
梢,3
各,3
塔,3
晗,3
蓝,3
脚,3
胶,3
牡,3
鹏,3
谧,3
轩,3
骡,3
符,3
靥,3
悬,3
坤,3
菇,3
茴,3
篇,3
杵,3
仵,3
笠,3
彬,3
矿,3
淞,3
涸,3
庇,3
橱,3
庖,3
蒯,3
驳,3
筮,3
棂,3
垒,3
编,3
嵊,3
溆,3
成,4
薪,4
晖,4
炊,4
地,4
梵,4
歼,4
校,4
压,4
货,4
旭,4
仕,4
斗,4
镇,4
述,4
诘,4
彩,4
算,4
歹,4
浒,4
曼,4
诣,4
询,4
直,4
武,4
超,4
靖,4
着,4
室,4
环,4
虫,4
译,4
尹,4
尔,4
郑,4
肴,4
喊,4
督,4
户,4
乘,4
腊,4
风,4
潜,4
丞,4
版,4
夯,4
鞋,4
艰,4
继,4
简,4
衡,4
背,4
蝉,4
辍,4
刊,4
扫,4
茄,4
翁,4
弛,4
烂,4
楷,4
榭,4
弱,4
泛,4
先,4
爻,4
涧,4
哆,4
嫉,4
郎,4
蜻,4
炙,4
升,4
枉,4
氮,4
擞,4
黜,4
呸,4
材,4
愿,4
以,4
骗,4
常,4
恶,4
乳,4
救,4
枯,4
宴,4
孝,4
扑,4
顽,4
麦,4
筝,4
艮,4
细,4
默,4
冒,4
摆,4
磨,4
他,4
足,4
株,4
婵,4
运,4
扉,4
赵,4
耶,4
钦,4
裂,4
感,4
怒,4
蒜,4
爱,4
市,4
昼,4
止,4
驰,4
采,4
粉,4
完,4
孔,4
乱,4
琴,4
毕,4
仇,4
闻,4
巾,4
妥,4
远,4
攸,4
根,4
被,4
节,4
享,4
胥,4
情,4
琼,4
将,4
俏,4
附,4
什,4
油,4
折,4
羔,4
念,4
上,4
职,4
萍,4
笼,4
马,4
倍,4
爸,4
珍,4
桌,4
遭,4
蚁,4
定,4
怦,4
惫,4
勇,4
岛,4
葬,4
蠢,4
摊,4
狱,4
俱,4
营,4
膜,4
蚕,4
讼,4
侮,4
文,4
燕,4
呢,4
禁,4
杭,4
染,4
韭,4
亿,4
吧,4
社,4
仄,4
倘,4
汝,4
汰,4
亭,4
洽,4
估,4
协,4
内,4
戈,4
岚,4
庵,4
喷,4
浔,4
淹,4
周,4
急,4
革,4
味,4
剂,4
臻,4
讽,4
缀,4
勤,4
兼,4
温,4
孕,4
请,4
义,4
醒,4
昨,4
格,4
汇,4
芦,4
析,4
红,4
浴,4
滚,4
财,4
迷,4
意,4
觑,4
莹,4
汀,4
物,4
婶,4
椅,4
配,4
闭,4
虑,4
吞,4
另,4
蹄,4
恋,4
消,4
括,4
苏,4
掷,4
驮,4
浑,4
亩,4
畔,4
贡,4
怪,4
俎,4
胀,4
佚,4
私,4
道,4
诉,4
皖,4
梳,4
希,4
侧,4
积,4
圄,4
婪,4
绮,4
童,4
盼,4
精,4
振,4
炅,4
迢,4
我,4
茗,4
弘,4
昶,4
胜,4
秽,4
葆,4
骑,4
忍,4
邑,4
郴,4
洲,4
滦,4
公,4
缶,4
不,5
么,5
友,5
脱,5
值,5
仆,5
们,5
选,5
吠,5
者,5
控,5
呆,5
独,5
戾,5
乞,5
贫,5
冉,5
旨,5
计,5
秒,5
憩,5
赤,5
夏,5
毛,5
唬,5
知,5
奢,5
玉,5
谬,5
规,5
权,5
征,5
滩,5
慧,5
晏,5
彗,5
鹃,5
赔,5
它,5
静,5
爹,5
很,5
撵,5
劫,5
暗,5
哑,5
瞄,5
刘,5
端,5
任,5
踵,5
智,5
暮,5
州,5
婆,5
弗,5
甥,5
吏,5
性,5
耍,5
漏,5
似,5
支,5
丢,5
委,5
扶,5
婴,5
过,5
谟,5
适,5
昙,5
罢,5
训,5
资,5
欠,5
变,5
姜,5
边,5
雨,5
调,5
佬,5
皓,5
晃,5
琳,5
俩,5
渣,5
阳,5
砍,5
食,5
恕,5
泰,5
趾,5
句,5
令,5
寿,5
舰,5
睛,5
泼,5
跑,5
为,5
畜,5
恒,5
写,5
肤,5
掰,5
泵,5
亡,5
尧,5
艾,5
实,5
夥,5
川,5
坯,5
笨,5
梅,5
佛,5
少,5
昧,5
执,5
咽,5
渔,5
轧,5
颜,5
闯,5
竹,5
走,5
斤,5
君,5
巴,5
烟,5
李,5
空,5
咱,5
圆,5
产,5
尚,5
期,5
莫,5
恨,5
沉,5
呈,5
往,5
翻,5
孤,5
叶,5
捺,5
程,5
嬉,5
伟,5
宣,5
桓,5
队,5
钞,5
影,5
了,5
盒,5
宿,5
旬,5
揩,5
提,5
使,5
水,5
僵,5
而,5
诗,5
笙,5
牵,5
短,5
辆,5
案,5
兑,5
忘,5
位,5
箱,5
除,5
比,5
吵,5
课,5
办,5
闩,5
撑,5
零,5
政,5
媳,5
晨,5
